No.,Time,Source,Destination,Protocol,Length,Info
4639,0.330262,192.168.1.40,192.168.1.30,CIP,146,Success: 'HMI_FIT401' - Service (0x4c)
4640,0.330262,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT503' - Service (0x4c)
4641,0.330355,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=8551 Ack=5953 Win=8068 Len=0
4642,0.330355,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_FIT201' - Service (0x4c)
4643,0.330356,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT504' - Service (0x4c)
4644,0.330357,192.168.1.40,192.168.1.50,TCP,60,55872  >  44818 [ACK] Seq=2419 Ack=2543 Win=8130 Len=0
4645,0.330357,192.168.1.30,192.168.1.40,TCP,60,63750  >  44818 [ACK] Seq=1717 Ack=2459 Win=8100 Len=0
4646,0.330357,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=8551 Ack=6015 Win=8006 Len=0
4647,0.330417,192.168.1.40,192.168.1.50,CIP,146,Success: 'HMI_FIT401' - Service (0x4c)
4648,0.330494,192.168.1.10,192.168.1.20,CIP,116,'HMI_FIT201' - Service (0x4c)
4649,0.330494,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=8551 Ack=6077 Win=7944 Len=0
4650,0.330495,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=6247 Ack=7207 Win=8122 Len=0
4651,0.330572,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=3935 Ack=3997 Win=8100 Len=0
4652,0.330572,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=6449 Ack=7505 Win=8130 Len=0
4653,0.330572,192.168.1.10,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
4654,0.330686,192.168.1.40,192.168.1.50,CIP I/O,86,"Connection: ID=0x00975C3D, SEQ=0007666217"
4655,0.330686,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=6387 Ack=7047 Win=8130 Len=0
4656,0.330772,192.168.1.20,192.168.1.30,CIP,110,Success: 'HMI_MV201' - Service (0x4c)
4657,0.330859,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=7207 Ack=6303 Win=8136 Len=0
4658,0.33087,192.168.1.10,192.168.1.20,CIP,124,'HMI_PLANT' - Service (0x4d)
4659,0.330993,192.168.1.10,192.168.1.20,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
4660,0.330993,192.168.1.10,192.168.1.20,CIP,124,'HMI_P2_PERMISSIVE' - Service (0x4c)
4661,0.330993,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=6449 Ack=7575 Win=8122 Len=0
4662,0.331091,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=6449 Ack=7649 Win=8048 Len=0
4663,0.331092,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=6449 Ack=7719 Win=7978 Len=0
4664,0.331308,192.168.1.10,192.168.1.30,CIP,124,'HMI_PLANT' - Service (0x4d)
4665,0.331308,192.168.1.10,192.168.1.30,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
4666,0.331309,192.168.1.60,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
4667,0.331391,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=6387 Ack=7117 Win=8060 Len=0
4668,0.331391,192.168.1.10,192.168.1.30,CIP,124,'HMI_P3_PERMISSIVE' - Service (0x4c)
4669,0.331391,192.168.1.10,192.168.1.30,CIP CM,124,Unconnected Send: 'HMI_LIT301' - Service (0x4c)
4670,0.331391,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=6387 Ack=7193 Win=7984 Len=0
4671,0.331468,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=3407 Ack=2439 Win=8142 Len=0
4672,0.331468,192.168.1.60,192.168.1.10,CIP,112,Success: 'HMI_P6_PERMISSIVE' - Service (0x4c)
4673,0.331468,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=6387 Ack=7263 Win=7914 Len=0
4674,0.331468,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=6387 Ack=7333 Win=7844 Len=0
4675,0.331582,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=3407 Ack=2497 Win=8084 Len=0
4676,0.331583,192.168.1.60,192.168.1.30,CIP,148,Success: 'HMI_P602' - Service (0x4c)
4677,0.331713,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=3121 Ack=3709 Win=8098 Len=0
4678,0.331714,192.168.1.10,192.168.1.50,CIP,124,'HMI_PLANT' - Service (0x4d)
4679,0.331714,192.168.1.30,239.192.4.191,CIP I/O,98,"Connection: ID=0x00769ECB, SEQ=0063280771"
4680,0.331892,192.168.1.50,239.192.7.63,CIP I/O,98,"Connection: ID=0x001780AC, SEQ=0007751664"
4681,0.331892,192.168.1.10,192.168.1.50,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
4682,0.331893,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=5971 Ack=8333 Win=8122 Len=0
4683,0.331893,192.168.1.10,192.168.1.50,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
4684,0.332002,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=5971 Ack=8407 Win=8072 Len=0
4685,0.332004,192.168.1.10,192.168.1.50,CIP,124,'HMI_P5_PERMISSIVE' - Service (0x4c)
4686,0.332004,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=5971 Ack=8483 Win=8042 Len=0
4687,0.332124,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=5971 Ack=8553 Win=7996 Len=0
4688,0.332184,192.168.1.10,192.168.1.50,CIP,136,'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)
4689,0.332288,192.168.1.10,192.168.1.50,CIP,130,'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)
4690,0.332368,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=5971 Ack=8635 Win=8110 Len=0
4691,0.332368,192.168.1.30,192.168.1.20,CIP I/O,86,"Connection: ID=0x00774052, SEQ=0045615822"
4692,0.332368,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=5971 Ack=8711 Win=8034 Len=0
4693,0.332843,192.168.1.20,192.168.1.30,CIP I/O,86,"Connection: ID=0x007674CB, SEQ=0020511571"
4694,0.332929,192.168.1.10,192.168.1.60,CIP I/O,86,"Connection: ID=0x00D96810, SEQ=0011736648"
4695,0.334026,192.168.1.10,192.168.1.20,CIP I/O,86,"Connection: ID=0x017746E2, SEQ=0011737177"
4696,0.334091,192.168.1.40,192.168.1.50,CIP,112,Success: 'HMI_P_RO_FEED_DUTY' - Service (0x4c)
4697,0.334253,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=3935 Ack=4055 Win=8134 Len=0
4698,0.334377,192.168.1.20,192.168.1.99,CIP,107,Success: 'CPS_ALID_P2_SD9' - Service (0x4c)
4699,0.334561,192.168.1.20,192.168.1.10,CIP,152,Success: 'HMI_FIT201' - Service (0x4c)
4700,0.334657,192.168.1.20,192.168.1.50,CIP I/O,86,"Connection: ID=0x001748B4, SEQ=0007708671"
4701,0.334657,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=7719 Ack=6547 Win=8094 Len=0
4702,0.334808,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT501' - Service (0x4c)
4703,0.334808,192.168.1.20,192.168.1.30,CIP,146,Success: 'HMI_FIT201' - Service (0x4c)
4704,0.33481,192.168.1.60,239.192.8.127,CIP I/O,98,"Connection: ID=0x0059807D, SEQ=0046026585"
4705,0.33487,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=6077 Ack=8641 Win=8102 Len=0
4706,0.33487,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT502' - Service (0x4c)
4707,0.334973,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT503' - Service (0x4c)
4708,0.334973,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=7207 Ack=6395 Win=8100 Len=0
4709,0.334973,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
4710,0.334974,192.168.1.99,192.168.1.20,CIP,122,'CPS_ALID_P2_SD10' - Service (0x4c)
4711,0.33506,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=6077 Ack=8731 Win=8012 Len=0
4712,0.33506,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT504' - Service (0x4c)
4713,0.335061,192.168.1.50,192.168.1.40,CIP I/O,86,"Connection: ID=0x016954A5, SEQ=0007705725"
4714,0.335061,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=7719 Ack=6597 Win=8142 Len=0
4715,0.335061,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=6077 Ack=8821 Win=7922 Len=0
4716,0.335154,192.168.1.30,192.168.1.40,CIP,116,Success: 'HMI_MV302' - Service (0x4c)
4717,0.335154,192.168.1.20,192.168.1.99,TCP,60,44818  >  36850 [ACK] Seq=632 Ack=861 Win=8124 Len=0
4718,0.335154,192.168.1.30,192.168.1.40,CIP,148,Success: 'HMI_P301' - Service (0x4c)
4719,0.335155,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=6077 Ack=8911 Win=7832 Len=0
4720,0.335237,192.168.1.10,192.168.1.50,CIP,118,'HMI_P5_STATE' - Service (0x4c)
4721,0.335237,192.168.1.40,192.168.1.30,TCP,60,55874  >  44818 [ACK] Seq=2319 Ack=3293 Win=8130 Len=0
4722,0.335238,192.168.1.30,192.168.1.40,CIP,148,Success: 'HMI_P302' - Service (0x4c)
4723,0.335239,192.168.1.60,192.168.1.10,CIP I/O,86,"Connection: ID=0x0070401D, SEQ=0011822589"
4724,0.335239,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
4725,0.335344,192.168.1.40,192.168.1.30,TCP,60,55874  >  44818 [ACK] Seq=2319 Ack=3387 Win=8036 Len=0
4726,0.335344,192.168.1.20,192.168.1.10,CIP,112,Success: 'HMI_P2_PERMISSIVE' - Service (0x4c)
4727,0.335344,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=5971 Ack=8775 Win=8128 Len=0
4728,0.335345,192.168.1.40,192.168.1.30,TCP,60,55874  >  44818 [ACK] Seq=2319 Ack=3481 Win=7942 Len=0
4729,0.335345,192.168.1.30,192.168.1.40,CIP I/O,86,"Connection: ID=0x0069685A, SEQ=0045614977"
4730,0.335416,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=7719 Ack=6647 Win=8142 Len=0
4731,0.335416,192.168.1.20,192.168.1.30,CIP,116,'HMI_LIT301' - Service (0x4c)
4732,0.335416,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=7719 Ack=6705 Win=8084 Len=0
4733,0.335416,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
4734,0.335529,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
4735,0.335529,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=5751 Ack=4341 Win=8130 Len=0
4736,0.335529,192.168.1.20,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
4737,0.33553,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
4738,0.33553,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=8775 Ack=6021 Win=8142 Len=0
4739,0.33562,192.168.1.50,192.168.1.10,CIP,112,Success: 'HMI_P5_PERMISSIVE' - Service (0x4c)
4740,0.335621,192.168.1.20,192.168.1.30,CIP,116,'HMI_MV301' - Service (0x4c)
4741,0.335621,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=5751 Ack=4403 Win=8068 Len=0
4742,0.335621,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=8775 Ack=6071 Win=8092 Len=0
4743,0.33571,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=8775 Ack=6121 Win=8042 Len=0
4744,0.335711,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=5751 Ack=4465 Win=8006 Len=0
4745,0.335711,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=8775 Ack=6179 Win=7984 Len=0
4746,0.335711,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)
4747,0.335849,192.168.1.20,192.168.1.40,CIP,116,'HMI_AIT402' - Service (0x4c)
4748,0.33585,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=8775 Ack=6229 Win=7934 Len=0
4749,0.33585,192.168.1.50,192.168.1.10,CIP,112,Success: 'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)
4750,0.33585,192.168.1.30,192.168.1.10,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
4751,0.335949,192.168.1.30,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
4752,0.335949,192.168.1.40,192.168.1.20,TCP,60,44818  >  56800 [ACK] Seq=1351 Ack=993 Win=8130 Len=0
4753,0.335949,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=8775 Ack=6287 Win=7876 Len=0
4754,0.335949,192.168.1.30,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
4755,0.336028,192.168.1.30,192.168.1.10,CIP,112,Success: 'HMI_P3_PERMISSIVE' - Service (0x4c)
4756,0.336028,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=7333 Ack=6485 Win=8094 Len=0
4757,0.336124,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=7333 Ack=6535 Win=8044 Len=0
4758,0.336125,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=7333 Ack=6585 Win=7994 Len=0
4759,0.336201,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=7333 Ack=6643 Win=7936 Len=0
4760,0.336201,192.168.1.200,192.168.1.60,CIP,108,Class (0xb2) - Service (0x4c)
4761,0.33631,192.168.1.10,192.168.1.40,CIP,124,'HMI_PLANT' - Service (0x4d)
4762,0.33631,192.168.1.60,192.168.1.200,TCP,60,44818  >  5027 [ACK] Seq=7613 Ack=865 Win=8138 Len=0
4763,0.33631,192.168.1.30,192.168.1.10,CIP,138,Success: 'HMI_LIT301' - Service (0x4c)
4764,0.336403,192.168.1.30,192.168.1.60,CIP I/O,86,"Connection: ID=0x00597285, SEQ=0045614279"
4765,0.336404,192.168.1.40,192.168.1.10,TCP,60,44818  >  64516 [ACK] Seq=2409 Ack=3503 Win=8122 Len=0
4766,0.336404,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=7333 Ack=6727 Win=7852 Len=0
4767,0.336534,192.168.1.60,192.168.1.30,CIP,104,Success: 'P6_P602_AUTOINP' - Service (0x4d)
4768,0.336624,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=3121 Ack=3759 Win=8142 Len=0
4769,0.336624,192.168.1.60,192.168.1.30,CIP,148,Success: 'HMI_P602' - Service (0x4c)
4770,0.336714,192.168.1.10,192.168.1.60,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
4771,0.336714,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=3121 Ack=3853 Win=8098 Len=0
4772,0.336818,192.168.1.60,192.168.1.10,TCP,60,44818  >  64520 [ACK] Seq=2497 Ack=3481 Win=8118 Len=0
4773,0.336818,192.168.1.10,192.168.1.30,CIP CM,136,Unconnected Send: 'HMI_PLANT_AUTO' - Service (0x4d)
4774,0.336973,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=6727 Ack=7415 Win=8110 Len=0
4775,0.336973,192.168.1.10,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_MV201' - Service (0x4c)
4776,0.33706,192.168.1.10,239.192.2.63,CIP I/O,98,"Connection: ID=0x00708000, SEQ=0011938401"
4777,0.337061,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=6705 Ack=7789 Win=8122 Len=0
4778,0.337431,192.168.1.20,192.168.1.40,CIP I/O,86,"Connection: ID=0x00E97436, SEQ=0020511141"
4779,0.338478,192.168.1.20,239.192.3.127,CIP I/O,98,"Connection: ID=0x0077802C, SEQ=0063280482"
4780,0.33885,192.168.1.10,192.168.1.50,CIP I/O,86,"Connection: ID=0x011748B5, SEQ=0007618225"
4781,0.338851,192.168.1.60,192.168.1.20,CIP I/O,86,"Connection: ID=0x00F7464A, SEQ=0045398828"
4782,0.339533,192.168.1.20,192.168.1.99,CIP,107,Success: 'CPS_ALID_P2_SD10' - Service (0x4c)
4783,0.339534,192.168.1.10,192.168.1.30,CIP I/O,86,"Connection: ID=0x00F65A5A, SEQ=0011735534"
4784,0.339535,192.168.1.10,192.168.1.40,CIP I/O,86,"Connection: ID=0x01E960F4, SEQ=0011735095"
4785,0.339571,192.168.1.20,192.168.1.10,CIP,110,Success: 'HMI_MV201' - Service (0x4c)
4786,0.339672,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=7789 Ack=6761 Win=8136 Len=0
4787,0.339752,192.168.1.50,192.168.1.10,CIP,108,Success: 'HMI_P5_STATE' - Service (0x4c)
4788,0.339921,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=8775 Ack=6341 Win=8138 Len=0
4789,0.339922,192.168.1.50,192.168.1.40,CIP,124,'HMI_P_RO_FEED_DUTY' - Service (0x4c)
4790,0.339922,192.168.1.30,192.168.1.20,CIP,126,'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)
4791,0.339922,192.168.1.30,192.168.1.20,CIP,130,'P2_P2078_AUTOINP' - Service (0x4d)
4792,0.340033,192.168.1.40,192.168.1.50,TCP,60,44818  >  58830 [ACK] Seq=4055 Ack=4005 Win=8122 Len=0
4793,0.340033,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=6395 Ack=7279 Win=8120 Len=0
4794,0.340033,192.168.1.30,192.168.1.40,CIP,116,'HMI_LIT401' - Service (0x4c)
4795,0.340034,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=6395 Ack=7355 Win=8044 Len=0
4796,0.340118,192.168.1.99,192.168.1.20,CIP,122,'CPS_ALID_P2_SD11' - Service (0x4c)
4797,0.340118,192.168.1.50,192.168.1.40,CIP CM,124,Unconnected Send: 'HMI_FIT401' - Service (0x4c)
4798,0.340119,192.168.1.40,192.168.1.30,TCP,60,44818  >  63750 [ACK] Seq=2459 Ack=1779 Win=8130 Len=0
4799,0.340236,192.168.1.40,239.192.5.255,CIP I/O,98,"Connection: ID=0x00698000, SEQ=0054038784"
4800,0.340236,192.168.1.20,192.168.1.99,TCP,60,44818  >  36850 [ACK] Seq=685 Ack=929 Win=8124 Len=0
4801,0.340236,192.168.1.40,192.168.1.50,TCP,60,44818  >  58830 [ACK] Seq=4055 Ack=4075 Win=8122 Len=0
4802,0.340236,192.168.1.30,192.168.1.20,CIP,144,Success: 'HMI_LIT301' - Service (0x4c)
4803,0.340397,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=4465 Ack=5841 Win=8102 Len=0
4804,0.340398,192.168.1.30,192.168.1.20,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
4805,0.340398,192.168.1.30,192.168.1.20,CIP,116,Success: 'HMI_MV301' - Service (0x4c)
4806,0.340535,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=4465 Ack=5939 Win=8094 Len=0
4807,0.340535,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=4465 Ack=6001 Win=8032 Len=0
4808,0.340661,192.168.1.10,192.168.1.20,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
4809,0.340743,192.168.1.40,192.168.1.50,CIP I/O,86,"Connection: ID=0x00975C3D, SEQ=0007666218"
4810,0.340743,192.168.1.10,192.168.1.40,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
4811,0.340743,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=6761 Ack=7865 Win=8116 Len=0
4812,0.340743,192.168.1.30,192.168.1.10,CIP,98,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
4813,0.340846,192.168.1.40,192.168.1.10,TCP,60,44818  >  64516 [ACK] Seq=2409 Ack=3579 Win=8116 Len=0
4814,0.340846,192.168.1.30,192.168.1.60,CIP,114,'HMI_P602' - Service (0x4c)
4815,0.340846,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=7415 Ack=6771 Win=8148 Len=0
4816,0.340954,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=3853 Ack=3181 Win=8132 Len=0
4817,0.341775,192.168.1.30,239.192.4.191,CIP I/O,98,"Connection: ID=0x00769ECB, SEQ=0063280772"
4818,0.341889,192.168.1.50,239.192.7.63,CIP I/O,98,"Connection: ID=0x001780AC, SEQ=0007751665"
4819,0.342514,192.168.1.30,192.168.1.20,CIP I/O,86,"Connection: ID=0x00774052, SEQ=0045615823"
4820,0.342784,192.168.1.20,192.168.1.30,CIP I/O,86,"Connection: ID=0x007674CB, SEQ=0020511572"
4821,0.343282,192.168.1.10,192.168.1.60,CIP I/O,86,"Connection: ID=0x00D96810, SEQ=0011736649"
4822,0.344011,192.168.1.10,192.168.1.20,CIP I/O,86,"Connection: ID=0x017746E2, SEQ=0011737178"
4823,0.34419,192.168.1.40,192.168.1.50,CIP,104,Success: 'HMI_RO_HPP_SD' - Service (0x4d)
4824,0.344328,192.168.1.40,192.168.1.50,CIP,148,Success: 'HMI_UV401' - Service (0x4c)
4825,0.344333,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=4075 Ack=4105 Win=8142 Len=0
4826,0.344434,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=4075 Ack=4199 Win=8098 Len=0
4827,0.344434,192.168.1.20,192.168.1.30,CIP,112,Success: 'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)
4828,0.344568,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=7355 Ack=6453 Win=8134 Len=0
4829,0.344569,192.168.1.20,192.168.1.30,CIP,104,Success: 'P2_P2078_AUTOINP' - Service (0x4d)
4830,0.344672,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=7355 Ack=6503 Win=8142 Len=0
4831,0.344673,192.168.1.20,192.168.1.99,CIP,107,Success: 'CPS_ALID_P2_SD11' - Service (0x4c)
4832,0.344751,192.168.1.20,192.168.1.50,CIP I/O,86,"Connection: ID=0x001748B4, SEQ=0007708672"
4833,0.344752,192.168.1.40,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
4834,0.344864,192.168.1.60,239.192.8.127,CIP I/O,98,"Connection: ID=0x0059807D, SEQ=0046026586"
4835,0.344865,192.168.1.40,192.168.1.10,CIP,112,Success: 'HMI_P4_PERMISSIVE' - Service (0x4c)
4836,0.344865,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=3579 Ack=2459 Win=8142 Len=0
4837,0.344865,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
4838,0.344996,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT501' - Service (0x4c)
4839,0.344997,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=3579 Ack=2517 Win=8084 Len=0
4840,0.344997,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT502' - Service (0x4c)
4841,0.344997,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=7865 Ack=6811 Win=8142 Len=0
4842,0.345073,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT503' - Service (0x4c)
4843,0.345073,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=8911 Ack=6139 Win=8130 Len=0
4844,0.345075,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT504' - Service (0x4c)
4845,0.345075,192.168.1.40,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
4846,0.345075,192.168.1.30,192.168.1.40,CIP CM,124,Unconnected Send: 'HMI_FIT401' - Service (0x4c)
4847,0.345179,192.168.1.50,192.168.1.40,CIP I/O,86,"Connection: ID=0x016954A5, SEQ=0007705726"
4848,0.345179,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=8911 Ack=6201 Win=8068 Len=0
4849,0.34518,192.168.1.30,192.168.1.40,TCP,60,44818  >  55874 [ACK] Seq=3481 Ack=2381 Win=8130 Len=0
4850,0.34518,192.168.1.40,192.168.1.50,CIP,116,'HMI_MV501' - Service (0x4c)
4851,0.34518,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=8911 Ack=6263 Win=8006 Len=0
4852,0.345265,192.168.1.99,192.168.1.20,CIP,122,'CPS_ALID_P2_SD12' - Service (0x4c)
4853,0.345265,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=8911 Ack=6325 Win=7944 Len=0
4854,0.345265,192.168.1.40,192.168.1.30,TCP,60,44818  >  63750 [ACK] Seq=2459 Ack=1849 Win=8122 Len=0
4855,0.345265,192.168.1.50,192.168.1.40,TCP,60,44818  >  55872 [ACK] Seq=2543 Ack=2481 Win=8130 Len=0
4856,0.345388,192.168.1.40,192.168.1.50,CIP,116,'HMI_MV502' - Service (0x4c)
4857,0.345388,192.168.1.20,192.168.1.99,TCP,60,44818  >  36850 [ACK] Seq=738 Ack=997 Win=8124 Len=0
4858,0.345388,192.168.1.10,192.168.1.20,CIP,116,'HMI_FIT201' - Service (0x4c)
4859,0.345388,192.168.1.10,192.168.1.20,CIP,124,'HMI_PLANT' - Service (0x4d)
4860,0.345388,192.168.1.40,192.168.1.50,CIP,116,'HMI_MV504' - Service (0x4c)
4861,0.345453,192.168.1.30,192.168.1.40,CIP I/O,86,"Connection: ID=0x0069685A, SEQ=0045614978"
4862,0.345453,192.168.1.60,192.168.1.10,CIP I/O,86,"Connection: ID=0x0070401D, SEQ=0011822590"
4863,0.345453,192.168.1.50,192.168.1.40,TCP,60,44818  >  55872 [ACK] Seq=2543 Ack=2543 Win=8068 Len=0
4864,0.345453,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=6811 Ack=7927 Win=8130 Len=0
4865,0.345454,192.168.1.30,192.168.1.60,CIP,130,'P6_P602_AUTOINP' - Service (0x4d)
4866,0.345543,192.168.1.50,192.168.1.40,TCP,60,44818  >  55872 [ACK] Seq=2543 Ack=2605 Win=8006 Len=0
